,Survived,Pclass,Fare,Gender,AgeFill,Cabin_t,Embarked_t,FamilySize,Age*Class,Fare_Cat,Age_Cat
594,0,2,26.0,1,37.0,0,1,1,74.0,2.0,3.0
595,0,3,24.15,1,36.0,0,1,2,108.0,2.0,3.0
596,1,2,33.0,0,28.0,0,1,0,56.0,2.0,2.0
597,0,3,0.0,1,49.0,0,1,0,147.0,3.0,3.0
598,0,3,7.225,1,25.0,0,2,0,75.0,3.0,2.0
599,1,1,56.9292,1,49.0,1,2,1,49.0,2.0,3.0
600,1,2,27.0,0,24.0,0,1,3,48.0,2.0,2.0
601,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
602,0,1,42.4,1,40.0,0,1,0,40.0,2.0,3.0
603,0,3,8.05,1,44.0,0,1,0,132.0,3.0,3.0
604,1,1,26.55,1,35.0,0,2,0,35.0,2.0,2.0
605,0,3,15.55,1,36.0,0,1,1,108.0,2.0,3.0
606,0,3,7.8958,1,30.0,0,1,0,90.0,3.0,2.0
607,1,1,30.5,1,27.0,0,1,0,27.0,2.0,2.0
608,1,2,41.5792,0,22.0,0,2,3,44.0,2.0,2.0
609,1,1,153.4625,0,40.0,1,1,0,40.0,1.0,3.0
610,0,3,31.275,0,39.0,0,1,6,117.0,2.0,3.0
611,0,3,7.05,1,25.0,0,1,0,75.0,3.0,2.0
612,1,3,15.5,0,21.5,0,3,1,64.5,2.0,2.0
613,0,3,7.75,1,25.0,0,3,0,75.0,3.0,2.0
614,0,3,8.05,1,35.0,0,1,0,105.0,3.0,2.0
615,1,2,65.0,0,24.0,0,1,3,48.0,2.0,2.0
616,0,3,14.4,1,34.0,0,1,2,102.0,2.0,2.0
617,0,3,16.1,0,26.0,0,1,1,78.0,2.0,2.0
618,1,2,39.0,0,4.0,1,1,3,8.0,2.0,1.0
619,0,2,10.5,1,26.0,0,1,0,52.0,2.0,2.0
620,0,3,14.4542,1,27.0,0,2,1,81.0,2.0,2.0
621,1,1,52.5542,1,42.0,1,1,1,42.0,2.0,3.0
622,1,3,15.7417,1,20.0,0,2,2,60.0,2.0,2.0
623,0,3,7.8542,1,21.0,0,1,0,63.0,3.0,2.0
624,0,3,16.1,1,21.0,0,1,0,63.0,2.0,2.0
625,0,1,32.3208,1,61.0,1,1,0,61.0,2.0,3.0
626,0,2,12.35,1,57.0,0,3,0,114.0,2.0,3.0
627,1,1,77.9583,0,21.0,1,1,0,21.0,1.0,2.0
628,0,3,7.8958,1,26.0,0,1,0,78.0,3.0,2.0
629,0,3,7.7333,1,25.0,0,3,0,75.0,3.0,2.0
630,1,1,30.0,1,80.0,1,1,0,80.0,2.0,3.0
631,0,3,7.0542,1,51.0,0,1,0,153.0,3.0,3.0
632,1,1,30.5,1,32.0,1,2,0,32.0,2.0,2.0
633,0,1,0.0,1,40.0,0,1,0,40.0,3.0,3.0
634,0,3,27.9,0,9.0,0,1,5,27.0,2.0,1.0
635,1,2,13.0,0,28.0,0,1,0,56.0,2.0,2.0
636,0,3,7.925,1,32.0,0,1,0,96.0,3.0,2.0
637,0,2,26.25,1,31.0,0,1,2,62.0,2.0,2.0
638,0,3,39.6875,0,41.0,0,1,5,123.0,2.0,3.0
639,0,3,16.1,1,25.0,0,1,1,75.0,2.0,2.0
640,0,3,7.8542,1,20.0,0,1,0,60.0,3.0,2.0
641,1,1,69.3,0,24.0,1,2,0,24.0,2.0,2.0
642,0,3,27.9,0,2.0,0,1,5,6.0,2.0,1.0
643,1,3,56.4958,1,25.0,0,1,0,75.0,2.0,2.0
644,1,3,19.2583,0,0.75,0,2,3,2.25,2.0,1.0
645,1,1,76.7292,1,48.0,1,2,1,48.0,1.0,3.0
646,0,3,7.8958,1,19.0,0,1,0,57.0,3.0,2.0
647,1,1,35.5,1,56.0,1,2,0,56.0,2.0,3.0
648,0,3,7.55,1,25.0,0,1,0,75.0,3.0,2.0
649,1,3,7.55,0,23.0,0,1,0,69.0,3.0,2.0
650,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
651,1,2,23.0,0,18.0,0,1,1,36.0,2.0,2.0
652,0,3,8.4333,1,21.0,0,1,0,63.0,3.0,2.0
653,1,3,7.8292,0,21.5,0,3,0,64.5,3.0,2.0
654,0,3,6.75,0,18.0,0,3,0,54.0,3.0,2.0
655,0,2,73.5,1,24.0,0,1,2,48.0,1.0,2.0
656,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
657,0,3,15.5,0,32.0,0,3,2,96.0,2.0,2.0
658,0,2,13.0,1,23.0,0,1,0,46.0,2.0,2.0
659,0,1,113.275,1,58.0,1,2,2,58.0,1.0,3.0
660,1,1,133.65,1,50.0,0,1,2,50.0,1.0,3.0
661,0,3,7.225,1,40.0,0,2,0,120.0,3.0,3.0
662,0,1,25.5875,1,47.0,1,1,0,47.0,2.0,3.0
663,0,3,7.4958,1,36.0,0,1,0,108.0,3.0,3.0
664,1,3,7.925,1,20.0,0,1,1,60.0,3.0,2.0
665,0,2,73.5,1,32.0,0,1,2,64.0,1.0,2.0
666,0,2,13.0,1,25.0,0,1,0,50.0,2.0,2.0
667,0,3,7.775,1,25.0,0,1,0,75.0,3.0,2.0
668,0,3,8.05,1,43.0,0,1,0,129.0,3.0,3.0
669,1,1,52.0,0,35.0,1,1,1,35.0,2.0,2.0
670,1,2,39.0,0,40.0,0,1,2,80.0,2.0,3.0
671,0,1,52.0,1,31.0,1,1,1,31.0,2.0,2.0
672,0,2,10.5,1,70.0,0,1,0,140.0,2.0,3.0
673,1,2,13.0,1,31.0,0,1,0,62.0,2.0,2.0
674,0,2,0.0,1,30.0,0,1,0,60.0,3.0,2.0
675,0,3,7.775,1,18.0,0,1,0,54.0,3.0,2.0
676,0,3,8.05,1,24.5,0,1,0,73.5,3.0,2.0
677,1,3,9.8417,0,18.0,0,1,0,54.0,3.0,2.0
678,0,3,46.9,0,43.0,0,1,7,129.0,2.0,3.0
679,1,1,512.3292,1,36.0,1,2,1,36.0,1.0,3.0
680,0,3,8.1375,0,21.5,0,3,0,64.5,3.0,2.0
681,1,1,76.7292,1,27.0,1,2,0,27.0,1.0,2.0
682,0,3,9.225,1,20.0,0,1,0,60.0,3.0,2.0
683,0,3,46.9,1,14.0,0,1,7,42.0,2.0,1.0
684,0,2,39.0,1,60.0,0,1,2,120.0,2.0,3.0
685,0,2,41.5792,1,25.0,0,2,3,50.0,2.0,2.0
686,0,3,39.6875,1,14.0,0,1,5,42.0,2.0,1.0
687,0,3,10.1708,1,19.0,0,1,0,57.0,2.0,2.0
688,0,3,7.7958,1,18.0,0,1,0,54.0,3.0,2.0
689,1,1,211.3375,0,15.0,1,1,1,15.0,1.0,1.0
690,1,1,57.0,1,31.0,1,1,1,31.0,2.0,2.0
691,1,3,13.4167,0,4.0,0,2,1,12.0,2.0,1.0
692,1,3,56.4958,1,25.0,0,1,0,75.0,2.0,2.0
693,0,3,7.225,1,25.0,0,2,0,75.0,3.0,2.0
694,0,1,26.55,1,60.0,0,1,0,60.0,2.0,3.0
695,0,2,13.5,1,52.0,0,1,0,104.0,2.0,3.0
696,0,3,8.05,1,44.0,0,1,0,132.0,3.0,3.0
697,1,3,7.7333,0,21.5,0,3,0,64.5,3.0,2.0
698,0,1,110.8833,1,49.0,1,2,2,49.0,1.0,3.0
699,0,3,7.65,1,42.0,1,1,0,126.0,3.0,3.0
700,1,1,227.525,0,18.0,1,2,1,18.0,1.0,2.0
701,1,1,26.2875,1,35.0,1,1,0,35.0,2.0,2.0
702,0,3,14.4542,0,18.0,0,2,1,54.0,2.0,2.0
703,0,3,7.7417,1,25.0,0,3,0,75.0,3.0,2.0
704,0,3,7.8542,1,26.0,0,1,1,78.0,3.0,2.0
705,0,2,26.0,1,39.0,0,1,0,78.0,2.0,3.0
706,1,2,13.5,0,45.0,0,1,0,90.0,2.0,3.0
707,1,1,26.2875,1,42.0,1,1,0,42.0,2.0,3.0
708,1,1,151.55,0,22.0,0,1,0,22.0,1.0,2.0
709,1,3,15.2458,1,25.0,0,2,2,75.0,2.0,2.0
710,1,1,49.5042,0,24.0,1,2,0,24.0,2.0,2.0
711,0,1,26.55,1,40.0,1,1,0,40.0,2.0,3.0
712,1,1,52.0,1,48.0,1,1,1,48.0,2.0,3.0
713,0,3,9.4833,1,29.0,0,1,0,87.0,3.0,2.0
714,0,2,13.0,1,52.0,0,1,0,104.0,2.0,3.0
715,0,3,7.65,1,19.0,1,1,0,57.0,3.0,2.0
716,1,1,227.525,0,38.0,1,2,0,38.0,1.0,3.0
717,1,2,10.5,0,27.0,1,1,0,54.0,2.0,2.0
718,0,3,15.5,1,25.0,0,3,0,75.0,2.0,2.0
719,0,3,7.775,1,33.0,0,1,0,99.0,3.0,2.0
720,1,2,33.0,0,6.0,0,1,1,12.0,2.0,1.0
721,0,3,7.0542,1,17.0,0,1,1,51.0,3.0,2.0
722,0,2,13.0,1,34.0,0,1,0,68.0,2.0,2.0
723,0,2,13.0,1,50.0,0,1,0,100.0,2.0,3.0
724,1,1,53.1,1,27.0,1,1,1,27.0,2.0,2.0
725,0,3,8.6625,1,20.0,0,1,0,60.0,3.0,2.0
726,1,2,21.0,0,30.0,0,1,3,60.0,2.0,2.0
727,1,3,7.7375,0,21.5,0,3,0,64.5,3.0,2.0
728,0,2,26.0,1,25.0,0,1,1,50.0,2.0,2.0
729,0,3,7.925,0,25.0,0,1,1,75.0,3.0,2.0
730,1,1,211.3375,0,29.0,1,1,0,29.0,1.0,2.0
731,0,3,18.7875,1,11.0,0,2,0,33.0,2.0,1.0
732,0,2,0.0,1,30.0,0,1,0,60.0,3.0,2.0
733,0,2,13.0,1,23.0,0,1,0,46.0,2.0,2.0
734,0,2,13.0,1,23.0,0,1,0,46.0,2.0,2.0
735,0,3,16.1,1,28.5,0,1,0,85.5,2.0,2.0
736,0,3,34.375,0,48.0,0,1,4,144.0,2.0,3.0
737,1,1,512.3292,1,35.0,1,2,0,35.0,1.0,2.0
738,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
739,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
740,1,1,30.0,1,40.0,1,1,0,40.0,2.0,3.0
741,0,1,78.85,1,36.0,1,1,1,36.0,1.0,3.0
742,1,1,262.375,0,21.0,1,2,4,21.0,1.0,2.0
743,0,3,16.1,1,24.0,0,1,1,72.0,2.0,2.0
744,1,3,7.925,1,31.0,0,1,0,93.0,3.0,2.0
745,0,1,71.0,1,70.0,1,1,2,70.0,1.0,3.0
746,0,3,20.25,1,16.0,0,1,2,48.0,2.0,2.0
747,1,2,13.0,0,30.0,0,1,0,60.0,2.0,2.0
748,0,1,53.1,1,19.0,1,1,1,19.0,2.0,2.0
749,0,3,7.75,1,31.0,0,3,0,93.0,3.0,2.0
750,1,2,23.0,0,4.0,0,1,2,8.0,2.0,1.0
751,1,3,12.475,1,6.0,1,1,1,18.0,2.0,1.0
752,0,3,9.5,1,33.0,0,1,0,99.0,3.0,2.0
753,0,3,7.8958,1,23.0,0,1,0,69.0,3.0,2.0
754,1,2,65.0,0,48.0,0,1,3,96.0,2.0,3.0
755,1,2,14.5,1,0.67,0,1,2,1.34,2.0,1.0
756,0,3,7.7958,1,28.0,0,1,0,84.0,3.0,2.0
757,0,2,11.5,1,18.0,0,1,0,36.0,2.0,2.0
758,0,3,8.05,1,34.0,0,1,0,102.0,3.0,2.0
759,1,1,86.5,0,33.0,1,1,0,33.0,1.0,2.0
760,0,3,14.5,1,25.0,0,1,0,75.0,2.0,2.0
761,0,3,7.125,1,41.0,0,1,0,123.0,3.0,3.0
762,1,3,7.2292,1,20.0,0,2,0,60.0,3.0,2.0
763,1,1,120.0,0,36.0,1,1,3,36.0,1.0,3.0
764,0,3,7.775,1,16.0,0,1,0,48.0,3.0,2.0
765,1,1,77.9583,0,51.0,1,1,1,51.0,1.0,3.0
766,0,1,39.6,1,40.0,0,2,0,40.0,2.0,3.0
767,0,3,7.75,0,30.5,0,3,0,91.5,3.0,2.0
768,0,3,24.15,1,25.0,0,3,1,75.0,2.0,2.0
769,0,3,8.3625,1,32.0,0,1,0,96.0,3.0,2.0
770,0,3,9.5,1,24.0,0,1,0,72.0,3.0,2.0
771,0,3,7.8542,1,48.0,0,1,0,144.0,3.0,3.0
772,0,2,10.5,0,57.0,1,1,0,114.0,2.0,3.0
773,0,3,7.225,1,25.0,0,2,0,75.0,3.0,2.0
774,1,2,23.0,0,54.0,0,1,4,108.0,2.0,3.0
775,0,3,7.75,1,18.0,0,1,0,54.0,3.0,2.0
776,0,3,7.75,1,25.0,1,3,0,75.0,3.0,2.0
777,1,3,12.475,0,5.0,0,1,0,15.0,2.0,1.0
778,0,3,7.7375,1,25.0,0,3,0,75.0,3.0,2.0
779,1,1,211.3375,0,43.0,1,1,1,43.0,1.0,3.0
780,1,3,7.2292,0,13.0,0,2,0,39.0,3.0,1.0
781,1,1,57.0,0,17.0,1,1,1,17.0,2.0,2.0
782,0,1,30.0,1,29.0,1,1,0,29.0,2.0,2.0
783,0,3,23.45,1,25.0,0,1,3,75.0,2.0,2.0
784,0,3,7.05,1,25.0,0,1,0,75.0,3.0,2.0
785,0,3,7.25,1,25.0,0,1,0,75.0,3.0,2.0
786,1,3,7.4958,0,18.0,0,1,0,54.0,3.0,2.0
787,0,3,29.125,1,8.0,0,3,5,24.0,2.0,1.0
788,1,3,20.575,1,1.0,0,1,3,3.0,2.0,1.0
789,0,1,79.2,1,46.0,1,2,0,46.0,1.0,3.0
790,0,3,7.75,1,25.0,0,3,0,75.0,3.0,2.0
791,0,2,26.0,1,16.0,0,1,0,32.0,2.0,2.0
792,0,3,69.55,0,21.5,0,1,10,64.5,2.0,2.0
793,0,1,30.6958,1,40.0,0,2,0,40.0,2.0,3.0
794,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
795,0,2,13.0,1,39.0,0,1,0,78.0,2.0,3.0
796,1,1,25.9292,0,49.0,1,1,0,49.0,2.0,3.0
797,1,3,8.6833,0,31.0,0,1,0,93.0,3.0,2.0
798,0,3,7.2292,1,30.0,0,2,0,90.0,3.0,2.0
799,0,3,24.15,0,30.0,0,1,2,90.0,2.0,2.0
800,0,2,13.0,1,34.0,0,1,0,68.0,2.0,2.0
801,1,2,26.25,0,31.0,0,1,2,62.0,2.0,2.0
802,1,1,120.0,1,11.0,1,1,3,11.0,1.0,1.0
803,1,3,8.5167,1,0.42,0,2,1,1.26,3.0,1.0
804,1,3,6.975,1,27.0,0,1,0,81.0,3.0,2.0
805,0,3,7.775,1,31.0,0,1,0,93.0,3.0,2.0
806,0,1,0.0,1,39.0,1,1,0,39.0,3.0,3.0
807,0,3,7.775,0,18.0,0,1,0,54.0,3.0,2.0
808,0,2,13.0,1,39.0,0,1,0,78.0,2.0,3.0
809,1,1,53.1,0,33.0,1,1,1,33.0,2.0,2.0
810,0,3,7.8875,1,26.0,0,1,0,78.0,3.0,2.0
811,0,3,24.15,1,39.0,0,1,0,117.0,2.0,3.0
812,0,2,10.5,1,35.0,0,1,0,70.0,2.0,2.0
813,0,3,31.275,0,6.0,0,1,6,18.0,2.0,1.0
814,0,3,8.05,1,30.5,0,1,0,91.5,3.0,2.0
815,0,1,0.0,1,40.0,1,1,0,40.0,3.0,3.0
816,0,3,7.925,0,23.0,0,1,0,69.0,3.0,2.0
817,0,2,37.0042,1,31.0,0,2,2,62.0,2.0,2.0
818,0,3,6.45,1,43.0,0,1,0,129.0,3.0,3.0
819,0,3,27.9,1,10.0,0,1,5,30.0,2.0,1.0
820,1,1,93.5,0,52.0,1,1,2,52.0,1.0,3.0
821,1,3,8.6625,1,27.0,0,1,0,81.0,3.0,2.0
822,0,1,0.0,1,38.0,0,1,0,38.0,3.0,3.0
823,1,3,12.475,0,27.0,1,1,1,81.0,2.0,2.0
824,0,3,39.6875,1,2.0,0,1,5,6.0,2.0,1.0
825,0,3,6.95,1,25.0,0,3,0,75.0,3.0,2.0
826,0,3,56.4958,1,25.0,0,1,0,75.0,2.0,2.0
827,1,2,37.0042,1,1.0,0,2,2,2.0,2.0,1.0
828,1,3,7.75,1,25.0,0,3,0,75.0,3.0,2.0
829,1,1,80.0,0,62.0,1,1,0,62.0,1.0,3.0
830,1,3,14.4542,0,15.0,0,2,1,45.0,2.0,1.0
831,1,2,18.75,1,0.83,0,1,2,1.66,2.0,1.0
832,0,3,7.2292,1,25.0,0,2,0,75.0,3.0,2.0
833,0,3,7.8542,1,23.0,0,1,0,69.0,3.0,2.0
834,0,3,8.3,1,18.0,0,1,0,54.0,3.0,2.0
835,1,1,83.1583,0,39.0,1,2,2,39.0,1.0,3.0
836,0,3,8.6625,1,21.0,0,1,0,63.0,3.0,2.0
837,0,3,8.05,1,25.0,0,1,0,75.0,3.0,2.0
838,1,3,56.4958,1,32.0,0,1,0,96.0,2.0,2.0
839,1,1,29.7,1,40.0,1,2,0,40.0,2.0,3.0
840,0,3,7.925,1,20.0,0,1,0,60.0,3.0,2.0
841,0,2,10.5,1,16.0,0,1,0,32.0,2.0,2.0
842,1,1,31.0,0,30.0,0,2,0,30.0,2.0,2.0
843,0,3,6.4375,1,34.5,0,2,0,103.5,3.0,2.0
844,0,3,8.6625,1,17.0,0,1,0,51.0,3.0,2.0
845,0,3,7.55,1,42.0,0,1,0,126.0,3.0,3.0
846,0,3,69.55,1,25.0,0,1,10,75.0,2.0,2.0
847,0,3,7.8958,1,35.0,0,2,0,105.0,3.0,2.0
848,0,2,33.0,1,28.0,0,1,1,56.0,2.0,2.0
849,1,1,89.1042,0,35.0,1,2,1,35.0,1.0,2.0
850,0,3,31.275,1,4.0,0,1,6,12.0,2.0,1.0
851,0,3,7.775,1,74.0,0,1,0,222.0,3.0,3.0
852,0,3,15.2458,0,9.0,0,2,2,27.0,2.0,1.0
853,1,1,39.4,0,16.0,1,1,1,16.0,2.0,2.0
854,0,2,26.0,0,44.0,0,1,1,88.0,2.0,3.0
855,1,3,9.35,0,18.0,0,1,1,54.0,3.0,2.0
856,1,1,164.8667,0,45.0,0,1,2,45.0,1.0,3.0
857,1,1,26.55,1,51.0,1,1,0,51.0,2.0,3.0
858,1,3,19.2583,0,24.0,0,2,3,72.0,2.0,2.0
859,0,3,7.2292,1,25.0,0,2,0,75.0,3.0,2.0
860,0,3,14.1083,1,41.0,0,1,2,123.0,2.0,3.0
861,0,2,11.5,1,21.0,0,1,1,42.0,2.0,2.0
862,1,1,25.9292,0,48.0,1,1,0,48.0,2.0,3.0
863,0,3,69.55,0,21.5,0,1,10,64.5,2.0,2.0
864,0,2,13.0,1,24.0,0,1,0,48.0,2.0,2.0
865,1,2,13.0,0,42.0,0,1,0,84.0,2.0,3.0
866,1,2,13.8583,0,27.0,0,2,1,54.0,2.0,2.0
867,0,1,50.4958,1,31.0,1,1,0,31.0,2.0,2.0
868,0,3,9.5,1,25.0,0,1,0,75.0,3.0,2.0
869,1,3,11.1333,1,4.0,0,1,2,12.0,2.0,1.0
870,0,3,7.8958,1,26.0,0,1,0,78.0,3.0,2.0
871,1,1,52.5542,0,47.0,1,1,2,47.0,2.0,3.0
872,0,1,5.0,1,33.0,1,1,0,33.0,3.0,2.0
873,0,3,9.0,1,47.0,0,1,0,141.0,3.0,3.0
874,1,2,24.0,0,28.0,0,2,1,56.0,2.0,2.0
875,1,3,7.225,0,15.0,0,2,0,45.0,3.0,1.0
876,0,3,9.8458,1,20.0,0,1,0,60.0,3.0,2.0
877,0,3,7.8958,1,19.0,0,1,0,57.0,3.0,2.0
878,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
879,1,1,83.1583,0,56.0,1,2,1,56.0,1.0,3.0
880,1,2,26.0,0,25.0,0,1,1,50.0,2.0,2.0
881,0,3,7.8958,1,33.0,0,1,0,99.0,3.0,2.0
882,0,3,10.5167,0,22.0,0,1,0,66.0,2.0,2.0
883,0,2,10.5,1,28.0,0,1,0,56.0,2.0,2.0
884,0,3,7.05,1,25.0,0,1,0,75.0,3.0,2.0
885,0,3,29.125,0,39.0,0,3,5,117.0,2.0,3.0
886,0,2,13.0,1,27.0,0,1,0,54.0,2.0,2.0
887,1,1,30.0,0,19.0,1,1,0,19.0,2.0,2.0
888,0,3,23.45,0,21.5,0,1,3,64.5,2.0,2.0
889,1,1,30.0,1,26.0,1,2,0,26.0,2.0,2.0
890,0,3,7.75,1,32.0,0,3,0,96.0,3.0,2.0
